"","ServiceStationName","Address"
"6124","Puma Albury OPT","12 Reiff St, LAVINGTON NSW 2641"
"6125","BP South Hurstville","61-63 Connells Point South, HURSTVILLE NSW 2221"
"6130","BP Revesby","Cnr Milperra & River Rds, Revesby NSW 2212"
"6140","BP Hornsby","Cnr George St and Burdett St, Hornsby NSW 2077"
"6146","BP Mortdale","21 Boundary Road, Mortdale NSW 2223"
"6156","Independent Cooma","8 Sharp St, Cooma NSW 2630"
"6159","Caltex Woolworths Ingleburn","12-14 Norfolk Street, Ingleburn NSW 2565"
"6164","Caltex Woolworths Newington","1 Avenue of the Americas, Newington NSW 2127"
"6167","Caltex Star Mart Barrack Heights","332-336 Shellharbour Rd, BARRACK HEIGHTS NSW 2528"
"6231","Independent Cobar","65 Marshall Street, Cobar NSW 2835"
"6241","BP Raglan","39 Sydney Road, Raglan NSW 2795"
"6267","7-Eleven Ryde","326-328 Blaxland Road, Ryde NSW 2112"
"6270","7-Eleven West Ryde","919 Victoria Road (Corner Hermitage Road), West Ryde NSW 2114"
"6293","Budget South Penrith","184 Smith Street, South Penrith NSW 2750"
"6297","Metro Aberdeen","134 MacQueen Street, ABERDEEN NSW 2336"
"6298","Metro Petroleum Morisset","57 Dora St, MORISSET NSW 2264"
"6338","Caltex Kellyville","3-5 Windsor Rd, KELLYVILLE NSW 2155"
"6346","Al Mustafa Petrol","1/3 Haldon St, Lakemba NSW 2195"
"6352","BP Young","Cnr Zouch and Edward Streets, Young NSW 2594"
"6380","Caltex Woolworths Spring Farm","254a Richardson Street, Spring Farm NSW 2570"
"6394","Independent Ingleburn","21-23 Cumberland Rd, Ingleburn NSW 2565"
"6412","Caltex Woolworths Waitara","59-61 Pacific Highway, WAITARA NSW 2077"
"6416","Independent Thirlmere","39 Oaks Rd, Thirlmere NSW 2752"
"6459","Speedway Woodpark","32-36 Woodpark Rd, WOODPARK NSW 2164"
"6464","Caltex Woolworths Bass Hill","862 Hume Highway, Bass Hill NSW 2197"
"6486","Caltex Hornsby Heights","110 Galston Rd., Hornsby Heights NSW 2077"
"6489","Caltex Londonderry","521 Carrington Road, LONDONDERRY NSW 2753"
"6491","BP Rossmore","832 Bringelly Road, Rossmore NSW 2557"
"6501","Caltex Star Mart Bathurst","53 Durham Street, BATHURST NSW 2795"
"6508","7-Eleven South Hurstville","822 King Georges Road & Joffre St, South Hurstville NSW 2220"
"6551","Shell Cartwrights Hill","LOT 4 Bomen Rd, Cartwrights Hill NSW 2650"
"6560","7-Eleven Bathurst","269 Stewart Street, Bathurst NSW 2795"
"6566","BP Lake Munmorah","335 Pacific Highway, Lake Munmorah NSW 2259"
"6571","Caltex Rutherford","134-138 New England Highway, RUTHERFORD NSW 2320"
"6588","BP Regent Street","116 Regent Street, Redfern NSW 2016"
"6593","BP Artarmon","422 Pacific Hwy, Artarmon NSW 2064"
"6596","BP Wiley Park","24-42 King Georges Road, Wiley Park NSW 2195"
"6599","BP Rose Bay Central","777 New South Head Rd, ROSE BAY NSW 2029"
"6623","BP Casula","461 Hume Hwy, Casula NSW 2170"
"6651","Caltex Mittagong","65 Bowral Rd, Mittagong NSW 2575"
"6652","Caltex Kyogle","24-26 Summerland Way, KYOGLE NSW 2474"
"6671","Caltex Woolworths Kellyville","662 Windsor Rd (cnr Meriville Rd), Kellyville NSW 2155"
"6698","Caltex Woolworths Plumpton","Jersey Road (Plumpton Market Place), Plumpton NSW 2761"
"6710","Metro Mt Pritchard","472 CABRAMATTA RD, MOUNT PRITCHARD NSW 2170"
"6731","BP Naremburn","169 Willoughby Road, Naremburn NSW 2065"
"6740","Caltex Parklea","1190 Old Windsor Rd Near Miami St (, Parklea NSW 2768"
"6753","Caltex North Bondi","321 Old South Head Rd, North Bondi NSW 2026"
"6780","Caltex Narwee","Cnr Broadarrow & Penshurst Rds, Narwee NSW 2209"
"6811","Caltex Cobar","99 Barrier Hwy, COBAR NSW 2835"
"6826","Independent Mudgee","7A Sydney Road, Mudgee NSW 2850"
"6829","7-Eleven Edgeworth","745 Main Rd, EDGEWORTH NSW 2285"
"6830","7-Eleven Argenton","503 Lake Road, Argenton NSW 2284"
"6837","7-Eleven Riverwood","30 Bonds Road (Corner Romilly Street), Riverwood NSW 2210"
"6895","Westside Greenacre","192-196 Waterloo Rd, Greenacre NSW 2190"
"6906","Westside Petroleum (Wyong)","140 Pacific Hwy, WYONG NSW 2259"
"6910","Speedway Cammeray","330 Miller St, CAMMERAY NSW 2062"
"6920","Kulnura General Store","Kulnura LPO 4 Greta Rd, KULNURA NSW 2250"
"6947","BP Ballina Travel Centre","41 Bruxner Highway, WEST BALLINA NSW 2478"
"6967","Access Fuel","10 Pacific St, CRESCENT HEAD NSW 2440"
"6984","Caltex Winmalee","281 Hawkesbury Rd, Winmalee NSW 2777"
"6995","BP Gulgong","77 Medley St, Gulgong NSW 2852"
"7001","United Rozelle","127 Victoria Rd, ROZELLE NSW 2039"
"7026","BP Balranald Roadhouse","Sturt Highway, BALRANALD NSW 2715"
"7036","Caltex Woolworths Wollongong West","425 Crown Street, Wollongong West NSW 2500"
"7084","BP Rose Bay","599 Old South Head Rd, Rose Bay NSW 2029"
"7097","Metro Punchbowl","998 Punchbowl Road, PUNCHBOWL NSW 2196"
"7098","Independent Bilambil","381 Bilambil Road, Bilambil NSW 2486"
"7103","7-Eleven Wadalba","Corner Pacific Highway & London Drive, Wadalba NSW 2259"
"7113","7-Eleven West Wollongong","Corner Crown & Darling Streets, West Wollongong NSW 2500"
"7119","Shell Yenda Roadhouse","30-32 Mirrool Ave, YENDA NSW 2681"
"7139","7 Express Carlton","370 Railway Parade, Carlton NSW 2216"
"7185","Metro Pertoleum Lurnea","96 Hoxton Park Rd, LURNEA NSW 2170"
"7220","BP Port Kembla","144 Wentworth Street, Port Kembla NSW 2505"
"7222","Powerfuel","60 Hill Road, LURNEA NSW 2170"
"7242","Mobil Faulconbridge","450 Great Western Hw, Faulconbridge NSW 2776"
"7258","Mobil","62-64 Wamoon Ave, LEETON NSW 2705"
"7272","Metro Yagoona","585 Hume Hwy, YAGOONA NSW 2199"
"7278","Caltex Berowra","12-14 Berowra Waters Rd, BEROWRA NSW 2081"
"7279","7-Eleven Morisset","133 Dora St, MORISSET NSW 2264"
"7288","Shell Henty","29 Railway Parade, Henty NSW 2658"
"7291","Budget Carlton","3 Railway Pde, KOGARAH NSW 2217"
"7320","Metro Guildford","2 Rawson Road, GUILDFORD NSW 2161"
"7338","7-Eleven Kelso","64 Sydney Rd, KELSO NSW 2795"
"7348","7-Eleven Wallsend","15 Minmi Road, Wallsend NSW 2287"
"7349","Independent Forbes","60 Johnson Street, Forbes NSW 2871"
"7351","APEX PETROLEUM (WEST RYDE)","898-902 Victoria Rd, West Ryde NSW 2114"
"7369","TASCO Tarcutta Hume Hwy","Hume Highway, Tarcutta NSW 2652"
"7385","Caltex Edgeworth","662 Main Rd, EDGEWORTH NSW 2285"
"7388","Caltex Lake Munmorah","1135 Pacific Highway, LAKE MUNMORAH NSW 2259"
"7391","Independent Roselands","948-950 Canterbury Rd, Roselands NSW 2196"
"7398","Metro St Andrews","95 Ballantrae Drive, St Andrews NSW 2566"
"7402","Metro Minto","1 Brookfield Road, Minto NSW 2566"
"7409","Caltex Woolworths Lakewood","108 Sirus Drive, Lakewood NSW 2443"
"7422","CALTEX WOOLWORTHS TORONTO","147 St, TORONTO NSW 2283"
"7439","TASCO Holbrook Albury St","130 Albury Street, Holbrook NSW 2644"
"7440","Caltex Cessnock","105 Wollombi Rd, CESSNOCK NSW 2325"
"7473","Metro Kurmond and Newsagency","583 Bells Line Of Road, Kurmond NSW 2757"
"7493","Caltex Woolworths Wellington","79 Lee Street, Wellington NSW 2820"
"7527","Caltex Woolgoolga","16 Bosworth Road, Woolgoolga NSW 2456"
"7535","Metro Griffith","33 Griffin Ave, Griffith NSW 2680"
"7547","Metro Fuel Greenacre","331 Waterloo Road, Greenacre NSW 2190"
"7555","Caltex Condobolin","20 Lachlan St, CONDOBOLIN NSW 2877"
"7557","Metro St Andrews","72 Stranraer Drive, St Andrews NSW 2566"
"7577","Independent Marrickville","73-81 Marrickville Road, Marrickville NSW 2204"
"7579","Ampol Hoxton Park","358 Hoxton Park Road, HOXTON PARK NSW 2171"
"7588","Caltex Woolworths Maryland","41 Minmi Rd, WALLSEND NSW 2287"
"7595","7-Eleven Pheasants Nest North","Lot 13 South Western Fwy (Hume Hwy), Pheasants Nest North NSW 2574"
"7599","7-Eleven Pheasants Nest","Lot 12 South Western Freeway (Hume Hwy), Pheasants Nest NSW 2574"
"7603","Ultra Edgeworth","780 Main Rd, EDGEWORTH NSW 2285"
"7614","BP Willoughby","500 Willoughby Rd, Willoughby NSW 2068"
"7626","Independent Turramurra","105 Eastern Rd, Turramurra NSW 2074"
"7629","BP Coffs Harbour","136 Pacific Highway, Coffs Harbour NSW 2450"
"7632","Independent Cudal","2 Naylor Street, Cudal NSW 2865"
"7639","BP Ozigo","Cnr Ewingsdale Rd & Bayshaw Dve, Byron Bay NSW 2481"
"7642","7-Eleven St Marys","Corner Mamre Road & Wilson Street, St Marys NSW 2760"
"7649","Metro Fuel Old Toongabbie","5 Picasso Cr, Old Toongabbie NSW 2146"
"7652","MOBIL ADELONG","98 Tumut Street, ADELONG NSW 2729"
"7656","Lake Mac Petroleum Fennel Bay","283 Main Road, Fennell Bay NSW 2283"
"7664","BP South Nowra","202 Princes Hwy, South Nowra NSW 2541"
"7688","Independent Coleambally","Bencubbin Avenue, Coleambally NSW 2707"
"7696","7-Eleven Hassall Grove","795 Luxford Road (Corner Buckwell Drive), Hassall Grove NSW 2761"
"7698","Costco Marsden Park (Members only)","10 Langford Drive, MARSDEN PARK NSW 2765"
"7699","Costco Casula (Members only)","20 Parkersfarm Place, Casula NSW 2170"
"7701","BP Normanhurst","155 Pennant Hills Rd, Normanhurst NSW 2076"
"7707","7-Eleven Haberfield","25 Parramatta Road, Haberfield NSW 2045"
"7711","7-Eleven Long Jetty","184-186 The Entrance Rd & Gosford Ave, Long Jetty NSW 2261"
"7712","7-Eleven Mayfield West","412-416 Maitland Road & Frith Street, Mayfield West NSW 2304"
"7728","7-Eleven Minto","Lot 1 Ben Lomond Road, MINTO NSW 2566"
"7735","Caltex Yetholme","3529 Greatwestern Hi, Yetholme NSW 2795"
"7766","7-Eleven Adamstown","531 - 537 Glebe Road & Bryant Street, Adamstown NSW 2289"
"7767","7-Eleven Sans Souci","474-478 Rocky Point Rd, SANS SOUCI NSW 2219"
"7783","Caltex Port Macquarie","100 Hastings River Dr, PORT MACQUARIE NSW 2444"
"7789","BP Canowindra","76 Rodd Rd., Canowindra NSW 2804"
"7792","Caltex Port Macquarie","29 Lord St, PORT MACQUARIE NSW 2444"
"7821","Caltex Woolworths Minto","2 Cary Grove (Cnr Ben Lomond Drive), Minto NSW 2566"
"7824","Mobil Silverdale","2320 Silverdale Rd, Silverdale NSW 2752"
"7857","Independent Cessnock","75 Allandale Road, Cessnock NSW 2325"
"7869","BP Bargo","116-118 Railside Ave, BARGO NSW 2574"
"7878","Independent Evans Head","70 Woodburn St, Evans Head NSW 2473"
"7881","Westside Petroleum Granville","2-4 Blaxcell St, GRANVILLE NSW 2142"
"7892","Shell Bargo","3030 Remembrance Driveway, BARGO NSW 2574"
"7906","Metro Willoughby","599 Willoughby Rd, WILLOUGHBY NSW 2068"
"7977","Coles Express Canley Vale","65-99 Hume Highway, Canley Vale NSW 2166"
"7987","Mobil Kangaroo Valley","32 Moss Vale Road, Kangaroo Valley NSW 2577"
"8040","BP Berowra","111 Berowra Waters Rd, BEROWRA HEIGHTS NSW 2082"
"8100","Lowes Tamworth","27-29 Gunnedah Road, Tamworth NSW 2340"
"8106","Puma Eden","52 Mitchell Street, Eden NSW 2551"
"8124","Puma Thornton","2 Weakleys Dr, THORNTON NSW 2322"
"8130","Milton Petrol","90 Princes Highway, Milton NSW 2538"
"8134","Caltex Mount Colah","603 Pacific Hwy, MOUNT COLAH NSW 2079"
"8136","7-Eleven Lane Cove","203 Burns Bay Road, Lane Cove NSW 2066"
"8142","Metro Fuel Homebush","134 John Street, Lidcombe NSW 2141"
"8164","Caltex Leppington","1370-1380 Camden Valley Hwy, LEPPINGTON NSW 2179"
"8165","Caltex Woolworths Revesby","181 The River Rd, REVESBY NSW 2212"
"8172","Caltex Cabramatta","166 John St, CABRAMATTA NSW 2166"
"8175","Caltex St Marys","Cnr Wordoo St & Forrester St, ST MARYS NSW 2760"
"8176","Caltex Wollongong North","9 Flinders St, Wollongong North NSW 2500"
"8178","Caltex Starmart Lansvale","141-151 Hume Highway Cnr Chadderton St, LANSVALE NSW 2166"
"8181","Caltex Padstow","115 Fairford Rd, Padstow NSW 2211"
"8182","Foodary Edmondson Park","2072 Camden Valley Way, EDMONDSON PARK NSW 2174"
"8185","Caltex Camden","21 Barsden St Cnr Cawdor Rd, Camden NSW 2570"
"8191","Caltex Neutral Bay","16-38 Military Rd, Neutral Bay NSW 2089"
"8197","Caltex Five Dock","Ramsay Rd & Fairlight Street, FIVE DOCK NSW 2046"
"8198","Independent Ramsgate","112-114 Ramsgate Rd, Ramsgate NSW 2217"
"8202","7-Eleven Hurlstone Park","670 New Canterbury Road (Corner Melford Street), Hurlstone Park NSW 2193"
"8207","Puma Casino","37 Johnston Street, Casino NSW 2470"
"8214","BP Nulkaba","247 Wine Country Drive, NULKABA NSW 2325"
"8220","BP Wallacia","1595 Mulgoa Rd, Wallacia NSW 2745"
"8227","First Fuels","79 Hartley Rd, SMEATON GRANGE NSW 2567"
"8242","Caltex Starmart Long Jetty","431 The Entrance Rd, LONG JETTY NSW 2261"
"8253","Caltex Goulburn","68 Goldsmith Street, GOULBURN NSW 2580"
"8264","Caltex Star Mart Canley Heights","280-282 Canley Vale Road, CANLEY HEIGHTS NSW 2166"
"8265","Caltex Star Mart Narrabeen","1509-1511 Pittwater Road, NORTH NARRABEEN NSW 2101"
"8272","Caltex Gregory Hills","1 Gregory Hills Drive, GREGORY HILLS NSW 2557"
"8275","BP Queanbeyan","52 Yass Road Queanbeyan, Queanbeyan NSW 2620"
"8281","Puma Energy Kempsey South","629 Pacific Highway, KEMPSEY SOUTH NSW 2440"
"8285","Lowes Tamworth","17 Bridge Street, Tamworth NSW 2340"
"8304","Caltex Moonbi","16-18 Gill St, MOONBI NSW 2353"
"8310","Caltex Deniliquin","336 Hay Road, Deniliquin NSW 2710"
"8318","Caltex Hay","429 Moama Street, Hay NSW 2711"
"8322","BP Wellington","Cnr Arthur & Maxwell Streets, Wellington NSW 2820"
"8325","Caltex Wingham","Cnr Isabella Street and Primrose Street, WINGHAM NSW 2429"
"8327","Caltex Forresters Beach","The Entrance, FORRESTERS BEACH NSW 2260"
"8330","Caltex Kempsey South","52 Lachlan St, Kempsey South NSW 2440"
"8335","Caltex Wyong","M1 Northbound, Wyong NSW 2259"
"8337","Caltex Holbrook","51 Albury Street, HOLBROOK NSW 2644"
"8340","Caltex Star Mart Charmhaven","13-15 Pacific Hwy Cnr Costa Ave, CHARMHAVEN NSW 2263"
"8347","Caltex Wyong","M1 Southbound, Wyong NSW 2259"
"8367","Caltex Dawson River","1 Manning River Drive, CUNDLETOWN NSW 2430"
"8368","Caltex Lake Haven","1 Bannister Drive, LAKE HAVEN NSW 2263"
"8371","Caltex Jerilderie","150 Jerilderie Street, Jerilderie NSW 2716"
"8377","Caltex Barham","6 Murray Street, Barham NSW 2732"
"8400","Caltex Bomaderry","341 Princes Hwy, Bomaderry NSW 2541"
"8401","Caltex Star Mart Brunswick Heads","5 Tweed St, BRUNSWICK HEADS NSW 2483"
"8409","Caltex Woolworths New Lambton","148 Bridges Rd, NEW LAMBTON NSW 2305"
"8411","Caltex North Hill Armidale","2-4 Marsh Street, ARMIDALE NSW 2350"
"8412","Caltex Star Mart Morisset","5-11 Bvd, MORISSET NSW 2264"
"8413","Caltex StarMart Lambton","422 Newcastle Road, NORTH LAMBTON NSW 2299"
"8417","Caltex Armidale","6-8 Queen Elizabeth Dr, ARMIDALE NSW 2350"
"8420","The Pit Stop Service Station & Cafe","2842 Nelson Bay Rd, SALT ASH NSW 2318"
"8423","Shell Freemans Waterhole","890 Freemans Drive, Freemans Waterhole NSW 2323"
"8426","BP Wallsend","103- Newcastle Road, Wallsend NSW 2287"
"8429","Independent West Hoxton","198 Fifteenth Ave, West Hoxton NSW 2171"
"8434","Shell Canowindra","43 Ferguson Street, CANOWINDRA NSW 2804"
"8453","Metro Fuel Wyong","35 Alison Rd, WYONG NSW 2259"
"8458","Willawarrin General Store and Post Office","44 Main St, WILLAWARRIN NSW 2440"
"8461","Caltex Narrabri","31 Dangar St, NARRABRI NSW 2390"
"8471","Independent Laurieton","461 Ocean Drive, Laurieton NSW 2443"
"8491","BP Kelso","63 Sydney Road, Kelso NSW 2795"
"8495","Budget Moorebank","68 Nuwarra Road, Moorebank NSW 2170"
"8518","Independent Hastings Point","1 Coast Road, Hastings Point NSW 2489"
"8519","Caltex Deniliquin","112 Crispe Street, Deniliquin NSW 2710"
"8522","Caltex South Albury","609 Hovell St, SOUTH ALBURY NSW 2640"
"8523","Caltex Deniliquin","162 Hardinge Street, Deniliquin NSW 2710"
"8527","Independent Suffolk Park","207 Broken Head Road, Suffolk Park NSW 2481"
"8530","Caltex Mathoura","29 Moama Street, Mathoura NSW 2710"
"8547","Shell Liverpool","104-106 Elizabeth Drive,, Liverpool NSW 2170"
"8553","Independent Girraween","133-137 Targo, Girraween NSW 2145"
"8554","Caltex Woolworths Morisset","125 Dora Street, Morisset NSW 2264"
"8555","Caltex Woolworths Tahmoor","Cnr Thirlmere Way & Remembrance Drive, Tahmoor NSW 2573"
"8571","United Petroleum Rydalmere","262-272 Victoria Road, Rydalmere NSW 2116"
"8579","Caltex Chipping Norton","30-40 Alfred Rd, Chipping Norton NSW 2170"
"8598","Caltex Woolworths Corrimal","275-277 Princes Highway, Corrimal NSW 2518"
"8623","7-Eleven Emerald Hills","7 Raby Rd, LEPPINGTON NSW 2179"
"8631","7-Eleven Gregory Hills","1&3 Rodeo Rd (160 Camden Valley Way), Gregory Hills NSW 2557"
"8646","7-Eleven Pendle Hill","217 Wentworth Avenue (Corner Bungaree Road), Pendle Hill NSW 2145"
"8652","7-Eleven Lansvale South","44 Hume Highway & Knight Street, Lansvale South NSW 2166"
"8655","BP CONCORD","20 Burwood Road, CONCORD NSW 2137"
"8665","Caltex Elermore Vale","52 Cardiff Road, Elermore Vale NSW 2287"
"8670","Independent Wingham","1325 Gloucester Rd, Wingham NSW 2429"
"8700","SHELL WINGHAM SERVO","24 Murray Road, WINGHAM NSW 2429"
"8713","Caltex Peats Ridge","1112 Peatsridge Rd, Peats Ridge NSW 2250"
"8733","BP Deniliquin","137 Hardinge St, Deniliquin NSW 2710"
"8741","7- Eleven Towradgi","162-166 Pioneer Rd, TOWRADGI NSW 2518"
"8745","7-Eleven Corrimal","138-146 Princes Highway, Corrimal NSW 2518"
"8756","Caltex Woolworths Warabrook","3 Angaphora Drive, Warabrook NSW 2304"
"8762","Caltex Tamworth","109 Gunnedah Rd, Tamworth NSW 2340"
"8763","Caltex Gerringong","2 Belinda Street, Gerringong NSW 2534"
"8773","Independent Paterson","38 Maitland Road, Paterson NSW 2421"
"8779","Caltex Woolworths Kelso","171 Sydney Road, KELSO NSW 2795"
"8801","Caltex Woolworths Mayfield","262 Maitland Rd (Pacific Highway), Islington NSW 2296"
"8806","Caltex Woolworths Bathurst","74 Bentinck Street (Cnr Russell), Bathurst NSW 2795"
"8811","SHELL LANSVALE WEST","240 Hume Highway, LANSVALE NSW 2166"
"8840","Caltex Woolworths Narellan","316 Camden Valley Way, Narellan NSW 2567"
"8844","Caltex Woolworths Tamworth","119 Bridge Street (Cnr Belmore St), Tamworth NSW 2340"
"8847","Caltex Raymond Terrace South","136-138 Adelaide St, RAYMOND TERRACE NSW 2324"
"8850","Caltex Beresfield","Yangan Avenue, Beresfield NSW 2322"
"8858","United Petroleum East Blaxland","67 Old Bathurst Road, East Blaxland NSW 2774"
"8880","Speedway Westmead","67-69 Hawkesbury Rd, Westmead NSW 2145"
"8891","Shell Cowra","2 Grenfell Rd, COWRA NSW 2794"
"8896","7-Eleven Mayfield","132 Maitland Road, Mayfield NSW 2304"
"8929","AP Punchbowl","Cnr Dudley St & Punchbowl Rd, PUNCHBOWL NSW 2196"
"8931","BP Mayfield","286 Maitland Road, Mayfield NSW 2304"
"8936","BP Mayfield West","15 Murray Dwyer Circ, Mayfield West NSW 2304"
"8971","Metro Fuel Jannali","97-99 Wattle Road, Jannali NSW 2226"
"8993","Caltex Star Mart Hamilton","59-63 Tudor Street, HAMILTON NSW 2303"
"9042","Russell Vale Service Station","115 Bellambi Lane, BELLAMBI NSW 2518"
"9046","BP Edgecliff","67 New South Head Rd, EDGECLIFF NSW 2027"
"9064","Caltex North Richmond","50 Bells Line of Road, NORTH RICHMOND NSW 2754"
"9095","Silvalite Fuel Stop","210 Ashmont Avenue, Ashmont NSW 2650"
"9111","Caltex Kiama & News Agency","180 Manning St, KIAMA NSW 2533"
"9119","Caltex Woolworths Fairy Meadow","47 Princes Highway, Fairy Meadow NSW 2519"
"9127","BP Warwick Farm","6 Hume Hwy, Warwick Farm NSW 2171"
"9135","BP Putney","236 Morrison Road, Putney NSW 2112"
"9142","Caltex Woolworths Mount Annan","157 Narellan Rd (Cnr Smeaton Grange Rd), Mount Annan NSW 2567"
"9176","Caltex Metro Bow Bowing","101 Campbelltown Rd, MINTO NSW 2566"
"9183","Budget Auburn","98 Park Road, Auburn NSW 2144"
"9196","Budget Chester Hill","41 Boundary Road, Chester Hill NSW 2162"
"9199","Metro Fuel Condell Park","149 Eldridge Road, Condell Park NSW 2200"
"9221","7-Eleven Kirrawee","542 Princes Highway, Kirrawee NSW 2232"
"9223","7-Eleven Casula","2355 Camden Valley Way (Corner Beech Road), Casula NSW 2170"
"9225","7-Eleven Kirrawee","529-531 Princes Highway & Bath Road, Kirrawee NSW 2232"
"9235","Caltex Woolworths Bulli","261-265 Princes Highway, Bulli NSW 2516"
"9243","7-Eleven Edmondson Park","1962 Camden Valley Way, EDMONDSON PARK NSW 2174"
"9250","Metro Islington","144 Maitland Road, ISLINGTON NSW 2296"
"9261","Independent Towradgi","119 Towradgi Road, Towradgi NSW 2518"
"9264","BP Clarendon","244 Hawkesbury Valley Way, CLARENDON NSW 2756"
"9267","BP Hamilton Tudor Street","56 Tudor Street, HAMILTON NSW 2303"
"9282","Budget Erskineville","25-33 Erskineville Road, ERSKINEVILLE NSW 2043"
"9305","Metro Petroleum Heatherbrae","206 Adelaide Street, HEATHERBRAE NSW 2324"
"9315","7-Eleven Heatherbrae","369 Pacific Highway, Heatherbrae NSW 2324"
"9340","BP Picton","403 Argyle St, Picton NSW 2571"
"9343","CALTEX CORRIMAL","2-4 Railway Street, EAST CORRIMAL NSW 2518"
"9369","Independent Brunswick Heads","23 Old Pacific Highway, Brunswick Heads NSW 2483"
"9378","BP Guildford","257 Guildford Rd, GUILDFORD NSW 2161"
"9419","Shell Wilton","1109 Argyle St, WILTON NSW 2571"
"9433","Metro Petroleum Chester Hill","172 Hector St, CHESTER HILL NSW 2162"
"9441","Independent Bonville","340 Pine Creek Way, Bonville NSW 2450"
"9444","BP Lansvale","115-119 Hume Hwy, Lansvale NSW 2166"
"9471","Shell Berry","88 Queen Street, Berry NSW 2535"
"9478","Speedway Parramatta","127A Alfred Street, Parramatta NSW 2150"
"9480","Enhance Oak Flats","77 Old Lake Entrance Rd, Oak Flats NSW 2529"
"9505","Speedway Kent Road","38 Kent Rd, NORTH RYDE NSW 2113"
"9530","Sunset Petroleum","Shop 1 140-146 Windang Road, WINDANG NSW 2528"
"9534","FREEDOM FUEL VINEYARD","1540 Windsor Road, Vineyard NSW 2765"
"9539","Metro Sefton","101 Hector St, SEFTON NSW 2162"
"9551","BP Beresfield T/S","Lot 201 John Renshaw Drive, Beresfield NSW 2322"
"9593","Independent Mirrabooka","69 Fishery Point Road, Mirrabooka NSW 2264"
"9623","Caltex Woolworths Prestons","2203 Camden Valley Way, PRESTONS NSW 2170"
"9633","Caltex Tocumwal","54 Deniliquin Road, Tocumwal NSW 2714"
"9637","Caltex Hay","58 Lachlan Street, Hay NSW 2711"
"9641","Independent Camden","8 Argyle St, CAMDEN NSW 2570"
"9648","Metro Redhead","100 Collier Street, Redhead NSW 2290"
"9674","Speedway Mt Pritchard","348 Elizabeth Dr, MOUNT PRITCHARD NSW 2170"
"9693","Independent Cooranbong","435 Freemans Drive, Cooranbong NSW 2265"
"9718","Caltex Heatherbrae","2283 Pacific Highway, 2283 Pacific Highway, HEATHERBRAE NSW 2324"
"9720","Independent Moruya","95 Campbell St, Moruya NSW 2537"
"9721","Independent Dungog","15 Clarencetown Road, Dungog NSW 2420"
"9730","Caltex Cameron Park","119 Stenhouse Dr, CAMERON PARK NSW 2285"
"9733","Weston Petroleum","109 CESSNOCK RD, WESTON NSW 2326"
"9757","BP Horsley Park","1642 The Horsley Dr, Horsley Park NSW 2164"
"9780","Enhance Waratah","51 Lambton Rd, WARATAH NSW 2298"
"9828","United Beacon Hill","214 Warringah Road, Beacon Hill NSW 2100"
"9840","Caltex Anna Bay","4136 Nelson Bay Road, Anna Bay NSW 2316"
"9894","Ashford Service Station","27 Duff Street, ASHFORD NSW 2361"
"9906","7-Eleven Bankstown","180 Stacey & Stanley Streets, Bankstown NSW 2200"
"9917","Westside Petroleum Glen Innes","102 Church Street, Glen Innes NSW 2370"
"9921","7-Eleven Revesby South","102 Milperra Rd, REVESBY NSW 2212"
"9928","7-Eleven Revesby","275 Canterbury Road & Mavis Street, Revesby NSW 2212"
"9936","Caltex Gwynneville","162 Gipps Rd, Gwynneville NSW 2500"
"9938","Metro Petroleum","47-49 Tobruk Street, ASHMONT NSW 2650"
"9978","7-Eleven Mount Druitt","Lot 6 Luxford Road, Mount Druitt NSW 2770"
"9986","North Casino Mini Mart","99 Queensland Rd, CASINO NSW 2470"
"9989","7-Eleven Watanobbi","156 Pacific Highway, Watanobbi NSW 2259"
"10002","Caltex Woolworths Goulburn South","Corner Hume Street And Ducks Lane, GOULBURN NSW 2580"
"10005","Caltex Woolworths Nowra","58 North Street, Nowra NSW 2541"
"10035","Caltex Bomaderry","1-3 Beinda St, Bomaderry NSW 2541"
"10056","Gilgai General Store","9 Marsh Street, GILGAI NSW 2360"
"10059","7-Eleven Mount Pritchard","464 Cabramatta Road West, Mount Pritchard NSW 2170"
"10063","Puma Energy Tea Gardens","1 Myall Quays Boulevard, Tea Gardens NSW 2324"
"10069","7-Eleven Plumpton","Corner Richmond Road & Dublin Street, Plumpton NSW 2761"
"10076","7-Eleven Plumpton","291 Rooty Hill Road North, Plumpton NSW 2761"
"10080","Metro Fuel Deniliquin","375 Cressy St, Deniliquin NSW 2710"
"10086","Caltex Woolworths Taree","70-76 Manning Street (Cnr Wynter St), Taree NSW 2340"
"10093","Shell Cooma","51 Sharp Street, Cooma NSW 2630"
"10121","Caltex Tahmoor","2900 Remeberance Drive, TAHMOOR NSW 2573"
"10152","Caltex Woolworths Warilla","43-57 Shellharbour Rd (Warilla Grove Shopping Centre), Warilla NSW 2528"
"10216","BP Bexley","610 Forest Road, Bexley NSW 2207"
"10232","United Petroleum Empire Bay","306 Empire Drive, Empire Bay NSW 2257"
"10242","Independent Summerland Point","64 Cams Blvd, Summerland Point NSW 2259"
"10309","New Berrima General Store","21 Argyle Street, NEW BERRIMA NSW 2577"
"10356","BP Fairy Meadow","Northgate Ctr 224 Princess Hway, Fairy Meadow NSW 2519"
"10360","BP Jindabyne","8 Kosciusko Road, Jindabyne NSW 2627"
"10366","Metro Peakhurst East","637 Forest Rd, PEAKHURST NSW 2210"
